,Facility Name,Region,Activity Number,Year,Material,January (tons),February (tons),March (tons),April (tons),May (tons),June (tons),July (tons),August (tons),September (tons),October (tons),November (tons),December (tons),Total Year (tons),Tip fees,Facility Type
260,Sagaponack Sand & Gravel Corp,1.0,[52W176R],2019.0,Asphalt and Road Material,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.09,0.0,0.0,870.09,NR,Transfer Facility
261,Savy's Recycling Inc,1.0,[52W181R],2020.0,Concrete,0.0,0.0,0.0,0.0,188.0,254.0,277.0,108.0,80.0,0.0,0.0,0.0,907.0,NR,Transfer Facility
262,Savy's Recycling Inc,1.0,[52W181R],2020.0,Soil,0.0,0.0,0.0,0.0,0.0,540.0,881.0,405.0,863.0,310.0,0.0,0.0,2999.0,NR,Transfer Facility
263,Savy's Recycling Inc,1.0,[52W181R],2020.0,Sand,0.0,0.0,0.0,0.0,40.0,816.0,220.0,0.0,0.0,641.0,0.0,0.0,1717.0,NR,Transfer Facility
264,Savy's Recycling Inc,1.0,[52W181R],2019.0,Concrete,0.0,0.0,182.0,0.0,290.0,408.0,293.0,143.0,108.0,110.0,50.0,12.0,1596.0,NR,Transfer Facility
265,Savy's Recycling Inc,1.0,[52W181R],2019.0,Soil,0.0,0.0,90.0,0.0,152.0,781.0,1620.0,551.0,1027.0,917.0,1116.0,0.0,6254.0,NR,Transfer Facility
266,Savy's Recycling Inc,1.0,[52W181R],2019.0,Sand,0.0,0.0,0.0,73.0,0.0,1011.0,447.0,0.0,0.0,801.0,0.0,0.0,2332.0,NR,Transfer Facility
267,Scatt Materials Corp,1.0,[52W115R],2019.0,Asphalt and Road Material,0.0,0.0,0.0,1193.62,697.5,795.0,13506.0,4010.0,7257.65,6250.99,898.29,2795.53,37404.58,NR,Transfer Facility
268,Scatt Materials Corp,1.0,[52W115R],2019.0,Asphalt and Road Material,0.0,102.0,93.83,37.73,134.01,719.0,0.0,10000.0,5452.52,13175.46,6291.34,6700.11,43200.0,NR,Transfer Facility
269,Seville Central Mix,1.0,[30W54R],2019.0,Concrete,957.38,2697.39,1476.9,1304.97,1145.83,2753.6,2235.73,2138.59,4464.13,2390.64,1790.05,1113.06,24468.27,NR,Transfer Facility
270,Shelter Island Sand; Gravel & Construction,1.0,[52W107R],2020.0,Concrete,182.0,18.0,12.0,20.0,8.0,60.0,40.0,68.0,40.0,121.0,40.0,97.0,706.0,NR,Transfer Facility
271,Shelter Island Sand; Gravel & Construction,1.0,[52W107R],2020.0,Soil,0.0,55.0,67.0,134.0,39.0,190.0,18.0,90.0,4.5,32.5,7.0,0.0,637.0,NR,Transfer Facility
272,Shelter Island Sand; Gravel & Construction,1.0,[52W107R],2019.0,Concrete,140.0,13.0,0.0,44.0,8.0,23.0,13.0,7.0,8.0,58.0,17.0,7.0,,NR,Transfer Facility
273,Shelter Island Sand; Gravel & Construction,1.0,[52W107R],2019.0,Soil,3.0,0.0,0.0,7.0,19.0,40.0,16.0,83.0,2.0,56.0,12.0,0.0,,NR,Transfer Facility
274,Shelter Island Sand; Gravel & Construction,1.0,[52W107R],2019.0,Yard Waste,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,NR,Transfer Facility
275,Sky Materials Corp.,1.0,[52W80R],2019.0,"Rock, Stone, and Gravel",0.0,0.0,0.0,140.0,40.0,10.0,260.0,0.0,0.0,200.0,0.0,0.0,650.0,NR,Transfer Facility
276,Skyline LLC,1.0,[52W19R],2020.0,Concrete,3951.44,2973.94,2699.06,5013.61,3551.38,8740.6,9431.49,17284.67,15662.02,13950.92,14013.08,12606.19,109878.4,NR,Transfer Facility
277,Skyline LLC,1.0,[52W19R],2020.0,Masonry,768.34,856.97,1586.77,524.96,1922.31,1780.65,1899.95,1434.71,2618.39,1908.45,2153.24,2446.07,19900.81,NR,Transfer Facility
278,Skyline LLC,1.0,[52W19R],2020.0,Masonry,19.15,66.84,11.29,25.26,31.24,57.6,0.0,24.25,30.15,12.67,12.67,21.69,312.81,NR,Transfer Facility
279,Skyline LLC,1.0,[52W19R],2020.0,Asphalt and Road Material,457.17,1663.15,2249.77,1319.66,2349.59,3906.45,1827.21,1677.05,2210.75,2305.61,1638.98,1723.92,23329.31,NR,Transfer Facility
280,Skyline LLC,1.0,[52W19R],2020.0,Asphalt and Road Material,0.0,0.0,886.74,6419.5,5215.24,20844.07,5592.81,8697.37,8402.16,5564.02,4703.14,4745.88,71070.93,NR,Transfer Facility
281,Skyline LLC,1.0,[52W19R],2020.0,Soil,0.0,0.0,0.0,2709.78,2637.72,2126.35,272.46,11.99,591.92,51.67,0.0,0.0,8401.89,NR,Transfer Facility
282,Skyline LLC,1.0,[52W19R],2020.0,Sand,5406.83,187.56,3533.06,2761.72,389.3,0.0,42.36,0.0,0.0,0.0,422.05,0.0,12742.88,NR,Transfer Facility
283,Skyline LLC,1.0,[52W19R],2020.0,Fill,287.23,116.19,275.43,185.02,178.9,200.05,107.36,69.44,157.68,224.25,175.09,139.96,2116.6,NR,Transfer Facility
284,Skyline LLC,1.0,[52W19R],2020.0,Fill,3.03,30.39,9.28,0.0,363.1,26.53,0.0,65.74,28.35,0.0,0.0,0.0,526.42,NR,Transfer Facility
285,Skyline LLC,1.0,[52W19R],2019.0,Asphalt and Road Material,66.22,0.0,748.0,7292.95,20262.1,21650.09,20082.25,23882.1,23807.52,36090.1,10377.33,180.89,164439.55,NR,Transfer Facility
286,Skyline LLC,1.0,[52W19R],2019.0,Asphalt and Road Material,493.39,297.55,1591.95,1823.34,2544.39,2133.81,5372.92,2897.97,2897.97,3790.13,3649.81,1437.93,28931.16,NR,Transfer Facility
287,Skyline LLC,1.0,[52W19R],2019.0,Masonry,5.08,28.36,16.35,36.86,40.35,42.82,50.67,37.35,39.86,9.84,25.68,3.88,337.1,NR,Transfer Facility
288,Skyline LLC,1.0,[52W19R],2019.0,Concrete,5936.06,3865.05,5071.4,5588.9,5704.99,6875.18,8777.96,6201.59,7932.26,8195.68,6371.4,4653.43,75173.9,NR,Transfer Facility
289,Skyline LLC,1.0,[52W19R],2019.0,"Rock, Stone, and Gravel",0.0,0.0,0.0,0.0,0.0,220.77,874.43,0.0,0.0,0.0,0.0,0.0,1095.2,NR,Transfer Facility
290,Skyline LLC,1.0,[52W19R],2019.0,Sand,471.3,7.82,149.12,53.31,1056.56,193.36,143.14,153.4,43.14,5230.45,19765.54,4108.63,31375.77,NR,Transfer Facility
291,South Island Industries,1.0,[30W15R],2019.0,Asphalt and Road Material,1415.34,9580.51,29574.66,25493.78,2990.21,7833.65,16864.99,5809.2,8446.68,31600.93,27154.13,2137.58,168901.66,NR,Transfer Facility
292,South Shore Materials,1.0,[52W06R],2019.0,Asphalt and Road Material,122.85,459.81,260.52,750.75,977.34,183.9,419.6,137.1,186.8,110.6,67.3,104.1,3780.67,NR,Transfer Facility
293,South Shore Materials,1.0,[52W06R],2019.0,Concrete,9354.69,1097.79,1891.08,1651.85,1659.8,1369.36,2015.54,1820.0,1641.45,2157.9,1683.0,1471.5,27813.96,NR,Transfer Facility
294,South Shore Materials,1.0,[52W06R],2019.0,Fill,85.56,253.92,132.94,103.5,123.28,66.7,74.52,86.02,86.5,13.34,74.5,380.9,1481.68,NR,Transfer Facility
295,South Shore Materials,1.0,[52W06R],2019.0,Soil,0.0,0.0,27.6,129.72,223.1,308.7,227.2,220.34,155.0,57.5,18.8,6.4,1374.36,NR,Transfer Facility
296,South Shore Materials,1.0,[52W06R],2019.0,Fill,669.08,351.31,956.75,920.63,959.33,763.43,890.5,1146.16,769.25,757.23,915.15,396.5,9495.32,NR,Transfer Facility
297,Speonk Earth Recycling LLC,1.0,[52C10319],2019.0,Concrete,33.0,82.0,24.0,35.0,35.0,29.0,10.0,10.0,23.0,57.0,26.0,5.0,369.0,40.0,Transfer Facility
298,Speonk Earth Recycling LLC,1.0,[52C10319],2019.0,Masonry,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,53.0,60.0,Transfer Facility
299,Speonk Earth Recycling LLC,1.0,[52C10319],2019.0,Soil,45.0,5.0,24.0,158.0,338.0,341.0,269.0,265.0,304.0,297.0,236.0,135.0,2417.0,20.0,Transfer Facility
300,Stasi Brothers Asphalt Corp,1.0,[30W43R],2019.0,Concrete,0.0,0.0,0.0,10.0,25.0,57.0,22.0,15.0,18.0,17.0,8.0,0.0,172.0,NR,Transfer Facility
301,Stasi Brothers Asphalt Corp,1.0,[30W43R],2019.0,Asphalt and Road Material,0.0,0.0,10.0,15.0,15.0,17.0,25.0,10.0,5.0,15.0,30.0,10.0,152.0,NR,Transfer Facility
302,Stasi Brothers Asphalt Corp,1.0,[30W43R],2019.0,General C&D Debris,0.0,0.0,0.0,61.0,84.0,110.0,76.0,17.0,36.0,24.0,22.0,0.0,430.0,NR,Transfer Facility
303,Steven M Mezynieski,1.0,[52W124R],2019.0,Concrete,219.0,118.6,388.0,490.0,578.0,444.0,529.0,288.0,740.0,896.0,584.0,387.0,5761.6,NR,Transfer Facility
304,Steven M Mezynieski,1.0,[52W124R],2019.0,Soil,137.0,758.0,670.0,642.0,648.5,660.0,264.0,243.0,295.0,1074.0,266.0,456.0,5519.0,NR,Transfer Facility
305,Steven M Mezynieski,1.0,[52W124R],2019.0,Yard Waste,1596.0,1140.0,3044.0,4132.0,2527.0,2807.0,3463.5,3065.0,3347.0,5431.0,4506.0,3703.5,38762.0,NR,Transfer Facility
306,Stonco Materials,1.0,[52W136R],2019.0,Concrete,12.0,18.0,446.0,219.0,641.0,1287.0,311.0,158.0,263.0,109.0,298.0,163.0,3925.0,NR,Transfer Facility
307,Stonco Materials,1.0,[52W136R],2019.0,Masonry,0.0,0.0,13.0,15.0,47.0,13.0,98.0,41.0,11.0,23.0,47.0,9.0,317.0,NR,Transfer Facility
308,Stonco Materials,1.0,[52W136R],2019.0,"Rock, Stone, and Gravel",19.0,13.0,148.0,216.0,437.0,283.0,497.0,292.0,148.0,1463.0,1236.0,361.0,5113.0,NR,Transfer Facility
309,Stonco Materials,1.0,[52W136R],2019.0,Asphalt and Road Material,11.0,36.0,4.0,52.0,87.0,17.0,51.0,19.0,11.0,0.0,3.0,14.0,305.0,NR,Transfer Facility
310,Stonco Materials,1.0,[52W136R],2019.0,Soil,491.0,217.0,685.0,1436.0,1180.0,1797.0,1420.0,312.0,1263.0,4978.0,3652.0,2135.0,19561.0,NR,Transfer Facility
311,Stonco Materials,1.0,[52W136R],2019.0,Sand,72.0,183.0,20.0,0.0,9.0,173.0,290.0,141.0,9.0,41.0,265.0,1185.0,2567.0,NR,Transfer Facility
312,Stonco Materials,1.0,[52W136R],2019.0,Yard Waste,448.0,713.0,1128.0,586.0,474.0,734.0,283.0,747.0,1215.0,1740.0,2120.0,1574.0,11762.0,NR,Transfer Facility
313,Stony Creek Services LLC,1.0,[30M35],2019.0,Asphalt and Road Material,102.0,185.0,330.0,130.0,330.0,165.0,415.0,165.0,200.0,250.0,30.0,0.0,2302.0,NR,Transfer Facility
314,Stony Creek Services LLC,1.0,[30M35],2019.0,Concrete,715.0,1250.0,1615.0,2810.0,6789.0,2175.0,2427.0,2020.0,2500.0,2623.0,1956.0,2880.0,29760.0,NR,Transfer Facility
315,Stony Creek Services LLC,1.0,[30M35],2019.0,Soil,67.0,173.0,290.0,220.0,423.0,320.0,176.0,640.0,115.0,251.0,330.0,308.0,3313.0,NR,Transfer Facility
316,Stony Creek Services LLC,1.0,[30M35],2019.0,Fill,3200.0,3033.0,4000.0,6050.0,3225.0,5970.0,5240.0,4002.0,4400.0,4370.0,1905.0,39.0,45434.0,NR,Transfer Facility
317,Suffolk Soil Ltd,1.0,[52W104R],2019.0,Soil,175.0,86.0,1054.0,4771.0,3073.0,1734.0,1413.0,1637.0,1344.0,845.0,405.0,411.0,16948.0,NR,Transfer Facility
318,T&D Associates,1.0,[30W31R],2019.0,Asphalt and Road Material,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,183.0,NR,Transfer Facility
319,T&D Associates,1.0,[30W31R],2019.0,Concrete,455.0,546.0,91.0,473.0,604.0,1300.0,273.0,0.0,0.0,591.0,0.0,0.0,4333.0,NR,Transfer Facility
320,T&D Associates,1.0,[30W31R],2019.0,Sand,91.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,NR,Transfer Facility
321,Tate Street Realty LLC,1.0,[52T04],2019.0,Asphalt and Road Material,2.0,0.0,8.1,0.0,10.53,0.0,1.0,0.0,2.55,0.0,0.0,0.0,24.18,NR,Transfer Facility
322,Tate Street Realty LLC,1.0,[52T04],2019.0,Asphalt Roofing Shingles,151.98,99.45,107.49,95.58,144.2,103.91,120.98,107.24,132.17,0.0,232.68,203.39,1499.07,NR,Transfer Facility
323,Tate Street Realty LLC,1.0,[52T04],2019.0,Masonry,6.46,0.0,0.0,0.0,23.19,0.0,0.76,0.0,0.0,0.0,0.0,0.0,30.41,NR,Transfer Facility
324,Tate Street Realty LLC,1.0,[52T04],2019.0,Concrete,9.42,0.0,15.62,3.55,28.97,5.69,4.77,36.42,3.23,5.76,6.22,3.38,123.03,NR,Transfer Facility
325,Tate Street Realty LLC,1.0,[52T04],2019.0,General C&D Debris,379.77,470.1,528.97,328.62,441.15,435.54,600.14,683.48,618.46,866.21,745.26,637.42,6735.12,NR,Transfer Facility
326,Tate Street Realty LLC,1.0,[52T04],2019.0,Soil,0.0,8.11,3.4,14.81,2.05,4.32,2.15,11.36,6.39,15.98,0.11,0.0,68.68,NR,Transfer Facility
327,Tate Street Realty LLC,1.0,[52T04],2019.0,Wood,0.0,0.0,0.0,1.28,0.0,33.15,47.06,61.84,29.68,74.11,67.22,26.64,340.98,NR,Transfer Facility
328,Tate Street Realty LLC,1.0,[52T04],2019.0,Metals,0.14,4.17,21.87,1.0,1.0,1.94,5.57,6.34,5.08,2.0,4.33,6.57,60.01,NR,Transfer Facility
329,Truckin Construction Corp,1.0,[30W51R],2019.0,Concrete,0.0,0.0,150.0,200.0,200.0,200.0,250.0,250.0,200.0,200.0,200.0,25.0,1875.0,NR,Transfer Facility
330,Truckin Construction Corp,1.0,[30W51R],2019.0,Soil,0.0,0.0,70.0,220.0,200.0,250.0,250.0,100.0,100.0,100.0,0.0,0.0,1290.0,NR,Transfer Facility
331,Try Recycling Services LLC,1.0,[52W54],2019.0,General C&D Debris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.7,1504.31,1409.04,1336.42,908.14,9410.78,NR,Transfer Facility
332,Village of Babylon,1.0,[52W91],2019.0,Asphalt and Road Material,10.0,15.0,5.0,0.0,0.0,10.0,10.0,5.0,5.0,150.0,100.0,30.0,330.0,NR,Transfer Facility
333,Village of Babylon,1.0,[52W91],2019.0,Concrete,5.0,10.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,150.0,200.0,20.0,405.0,NR,Transfer Facility
334,Waste Sorting Corp,1.0,[52W66],2019.0,General C&D Debris,130.68,63.03,0.0,0.0,0.0,0.0,0.0,0.0,6.13,69.68,22.91,1.48,294.21,NR,Transfer Facility
335,Watbro Recycling Inc,1.0,[52W106R],2019.0,Concrete,581.85,2085.75,1584.9,803.25,3503.25,3246.1,2249.45,3381.1,2045.25,1917.0,2590.65,1418.85,25407.4,NR,Transfer Facility
336,Westbury Recycling Inc,1.0,[30W34],2020.0,General C&D Debris,8459.0,11043.79,12977.66,11275.98,9093.35,8852.33,9884.96,10918.92,9702.64,10694.61,7909.16,8248.74,119061.14,NR,Transfer Facility
337,Westbury Recycling Inc,1.0,[30W34],2019.0,General C&D Debris,1824.02,2158.5,2890.57,2582.28,1263.02,1415.45,3220.34,6443.14,6327.18,6485.14,6374.45,8644.72,49628.81,NR,Transfer Facility
338,Westhampton Property Associates Inc,1.0,[52W139R],2019.0,Concrete,205.1,83.9,107.1,105.1,49.9,23.7,74.0,43.9,51.2,41.5,19.8,47.3,852.5,20.0,Transfer Facility
339,Westhampton Property Associates Inc,1.0,[52W139R],2019.0,Soil,390.1,609.3,551.5,309.5,49.7,315.1,223.6,372.6,600.8,318.3,127.0,744.3,4611.8,28.0,Transfer Facility
340,Westhampton Property Associates Inc,1.0,[52W139R],2019.0,General C&D Debris,1388.5,1360.0,1584.5,1200.0,1185.0,1811.5,1174.0,1300.0,1034.0,1015.0,750.5,1129.0,14932.0,15.0,Transfer Facility
341,Westhampton Property Associates Inc,1.0,[52W139R],2019.0,Asphalt and Road Material,6.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,35.0,Transfer Facility
342,White Post Wholesale Growers,1.0,[52W179R],2019.0,Asphalt and Road Material,64.0,26.0,101.0,136.0,81.0,68.0,88.0,61.0,67.0,102.0,32.0,10.0,836.0,NR,Transfer Facility
343,White Post Wholesale Growers,1.0,[52W179R],2019.0,Concrete,42.0,125.0,55.0,157.0,112.0,166.0,138.0,63.0,143.0,94.0,59.0,13.0,1167.0,NR,Transfer Facility
344,White Post Wholesale Growers,1.0,[52W179R],2019.0,Masonry,75.0,87.0,177.0,287.0,294.0,440.0,335.0,353.0,305.0,221.0,168.0,231.0,2973.0,NR,Transfer Facility
345,White Post Wholesale Growers,1.0,[52W179R],2020.0,Asphalt and Road Material,15.0,103.0,92.0,52.0,116.0,131.0,173.0,203.0,170.0,204.0,80.0,47.0,1386.0,NR,Transfer Facility
346,White Post Wholesale Growers,1.0,[52W179R],2020.0,Concrete,17.0,63.0,60.0,34.0,132.0,130.0,145.0,156.0,178.0,178.0,133.0,96.0,1322.0,NR,Transfer Facility
347,White Post Wholesale Growers,1.0,[52W179R],2020.0,Masonry,154.0,169.0,206.0,92.0,252.0,404.0,276.0,265.0,319.0,402.0,342.0,152.0,3033.0,NR,Transfer Facility
348,White Post Wholesale Growers,1.0,[52W179R],2020.0,"Rock, Stone, and Gravel",0.0,0.0,0.0,0.0,4.0,0.0,0.0,71.0,176.0,186.0,6.0,24.0,467.0,NR,Transfer Facility
349,Winters Bros Waste Systems of LI LLC Excel TS,1.0,[52W08],2019.0,General C&D Debris,1375.72,1156.01,1430.79,1775.42,1763.38,1895.21,1752.87,1550.89,1402.02,1452.11,1309.46,1031.35,17895.23,NR,Transfer Facility
350,Winters Brothers Waste Systems - 99 Nancy Babylon,1.0,[52W09],2019.0,General C&D Debris,7215.25,6534.73,7128.04,8746.96,9492.23,10588.82,12389.44,11981.2,11496.19,12481.33,9833.4,8268.78,116156.37,NR,Transfer Facility
351,Winters Brothers Waste Systems - 99 Nancy Babylon,1.0,[52W09],2019.0,Concrete,29.92,29.05,27.93,32.17,54.86,0.0,23.17,16.25,34.9,0.0,0.0,0.0,248.25,NR,Transfer Facility
352,Winters Brothers Waste Systems - 99 Nancy Babylon,1.0,[52W09],2019.0,Metals,0.0,8.31,8.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.54,NR,Transfer Facility
353,All City Recycling LLC,2.0,[03W89],2019.0,Fill,1248.54,1031.21,937.2,1548.82,1437.42,1680.1,1835.52,1469.1,1372.41,1837.12,1562.05,1903.0,17862.49,48.0,Transfer Facility
354,Allocco Recycling Ltd (Kingsland Ave),2.0,[24WA3],2019.0,Masonry,13474.215,13474.215,13474.215,13474.215,13474.215,13474.215,13474.215,13474.215,13474.215,13474.215,13474.215,13474.215,73.7,24.55,Transfer Facility
355,Allocco Recycling Ltd (Kingsland Ave),2.0,[24WA3],2019.0,General C&D Debris,38655.1,34116.5,39981.7,55037.4,61513.1,59094.2,64285.1,59643.1,53713.0,61415.2,53114.6,38648.5,619217.5,24.55,Transfer Facility
356,Allocco Recycling Ltd (Kingsland Ave),2.0,[24WA3],2019.0,Concrete,0.0,69.3,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.7,24.55,Transfer Facility
357,Ashpa Transfer LLC,2.0,[03W35],2019.0,General C&D Debris,1928.26,1786.34,2077.61,2217.04,2404.24,1887.15,2468.73,2260.07,1801.77,1398.82,1754.09,1546.06,23530.18,NR,Transfer Facility
358,ATLAS Roll-Off Corp,2.0,[24W43],2019.0,General C&D Debris,4859.867143,4859.867143,4859.867143,4859.867143,4859.867143,4859.867143,4859.867143,5616.37,5128.77,4747.66,4509.38,3972.79,57994.04,NR,Transfer Facility
359,Belli Contracting Company Inc,2.0,[52W81R],2019.0,Masonry,0.0,30.0,190.0,70.0,235.0,110.0,95.0,130.0,70.0,20.0,45.0,80.0,1120.0,35.0,Transfer Facility
360,Bronx City Recycling (1390 Viele Ave),2.0,[03W88],2019.0,Concrete,1820.0,1736.0,2030.0,1995.0,2520.0,1470.0,1988.0,1967.0,1981.0,1960.0,2002.0,1998.0,23467.0,NR,Transfer Facility
361,Bronx City Recycling (1390 Viele Ave),2.0,[03W88],2019.0,Masonry,182.0,193.0,193.0,91.0,95.0,93.0,91.0,92.0,91.0,101.0,99.0,98.0,1419.0,NR,Transfer Facility
362,Bronx City Recycling (1390 Viele Ave),2.0,[03W88],2019.0,Asphalt and Road Material,72.0,75.0,70.0,66.0,53.0,56.0,58.0,71.0,68.0,49.0,53.0,52.0,743.0,NR,Transfer Facility
363,Bronx City Recycling (1390 Viele Ave),2.0,[03W88],2020.0,Asphalt and Road Material,52.0,52.0,52.0,38.0,38.0,38.0,49.0,46.0,49.0,31.0,31.0,31.0,507.0,NR,Transfer Facility
364,Bronx City Recycling (1390 Viele Ave),2.0,[03W88],2020.0,Masonry,18.0,18.0,14.0,14.0,14.0,14.0,16.0,16.0,16.0,19.0,19.0,19.0,197.0,NR,Transfer Facility
365,Bronx City Recycling (1390 Viele Ave),2.0,[03W88],2020.0,Concrete,620.0,620.0,435.0,435.0,450.0,450.0,450.0,525.0,525.0,525.0,605.0,605.0,6245.0,NR,Transfer Facility
366,Bronx City Recycling (1390 Viele Ave),2.0,[03W88],2020.0,Metals,8.0,8.0,8.0,12.0,12.0,12.0,12.0,8.0,8.0,8.0,12.0,12.0,120.0,NR,Transfer Facility
367,Brooklyn C&D LLC,2.0,[24W36],2019.0,General C&D Debris,7404.78,6764.43,7205.46,7494.84,8027.35,7099.14,8050.5,8848.99,10556.19,12908.77,11627.64,10823.09,106811.18,NR,Transfer Facility
368,Castle Hill Recycling,2.0,[03W94],2019.0,Fill,1225.47,1435.0,2503.81,1827.84,1857.74,2117.64,1622.68,2080.38,1403.26,1327.82,1129.56,695.13,19226.33,NR,Transfer Facility
369,Castle Hill Recycling,2.0,[03W94],2020.0,General C&D Debris,8086.0,7386.0,9813.0,5347.0,5465.0,4264.0,4406.0,5932.0,7501.0,9846.0,9486.0,6706.0,84238.0,NR,Transfer Facility
370,CB Recycling,2.0,[52W86R],2019.0,Sand,1238.0,3265.0,2106.0,838.0,0.0,250.0,525.0,0.0,38.0,40.0,0.0,0.0,8300.0,NR,Transfer Facility
371,City Recycling Corp,2.0,[24W26],2019.0,General C&D Debris,31809.06,29673.23,32870.59,33352.42,34817.66,30912.05,32354.48,33176.0,29528.94,31569.37,27494.58,25272.03,372830.41,NR,Transfer Facility
372,Con Edison - Fill Transfer Station #8,2.0,[31W13],2019.0,Asphalt and Road Material,393.0,715.0,660.0,450.0,780.0,943.0,891.0,883.0,892.0,1085.0,1069.0,861.0,9622.0,NR,Transfer Facility
373,Cooper Recycling; LLC.,2.0,[24CP0089],2019.0,General C&D Debris,33275.0,30415.0,31314.0,33261.0,33327.0,32512.0,34790.0,35339.0,27496.0,30396.0,30236.0,23938.0,376299.0,40.0,Transfer Facility
374,DeCostole Carting Inc,2.0,[24W41],2019.0,General C&D Debris,9370.0,7460.0,8720.0,9120.0,9780.0,7940.0,8010.0,9240.0,9980.0,8720.0,7430.0,6930.0,102700.0,108.0,Transfer Facility
375,DeCostole Carting Inc,2.0,[24W41],2019.0,Masonry,84.0,79.0,102.0,175.0,169.0,220.0,198.0,115.0,102.0,169.0,97.0,73.0,1583.0,78.0,Transfer Facility
376,Durante Bros Construction Corp.,2.0,[41W22],2019.0,General C&D Debris,38157.33,37500.15,38651.05,38545.96,34158.17,30896.66,30884.54,36669.94,35829.99,37123.4,35208.1,35353.05,428978.34,55.35,Transfer Facility
377,Durante Bros Construction Corp.,2.0,[41W22],2020.0,Fill,37293.8,32565.0,20245.1,7063.6,14096.0,21538.0,20606.8,19613.4,24960.3,24366.1,21596.7,22100.3,266045.1,55.3,Transfer Facility
378,Empire Recycling Services (Astoria Carting),2.0,[24W74],2019.0,General C&D Debris,6939.81,6050.25,6954.15,6903.16,6296.32,7083.31,7229.91,7393.55,6756.93,7346.24,6030.59,6244.96,81229.18,120.0,Transfer Facility
379,Evergreen Recycling of Corona (Willets Point Blvd),2.0,[41W93],2019.0,Concrete,4719.68,3679.51,4249.69,4630.24,6021.72,3607.27,3479.13,7452.33,5995.49,5634.72,4423.84,2992.37,56885.99,24.83,Transfer Facility
380,Evergreen Recycling of Corona (Willets Point Blvd),2.0,[41W93],2019.0,Masonry,60.63,105.78,97.61,162.97,85.57,66.22,233.49,149.64,216.29,119.97,106.64,28.38,1433.19,23.65,Transfer Facility
381,Evergreen Recycling of Corona (Willets Point Blvd),2.0,[41W93],2019.0,Asphalt and Road Material,27705.3,9681.93,5709.22,0.0,0.0,0.0,1492.36,16577.13,7052.45,0.0,0.0,13341.74,81560.13,21.0,Transfer Facility
382,Evergreen Recycling of Corona (Willets Point Blvd),2.0,[41W93],2019.0,Fill,8529.49,8872.02,8721.6,10581.38,10742.37,7847.6,12915.88,10658.66,8188.0,8351.3,7128.62,4922.0,107458.92,19.32,Transfer Facility
383,Evergreen Recycling of Corona (Willets Point Blvd),2.0,[41W93],2019.0,Fill,1742.02,1262.24,1459.58,2478.94,2126.58,2091.62,1847.82,1305.02,1344.12,1147.7,2081.04,1210.26,20096.94,25.3,Transfer Facility
384,Faztec Industries,2.0,[43W47],2019.0,Concrete,4061.0,4061.0,4062.0,10209.0,10209.0,10210.0,11047.0,11048.0,11048.0,4788.0,4788.0,4789.0,90320.0,NR,Transfer Facility
385,Faztec Industries,2.0,[43W47],2019.0,Masonry,11363.0,11363.0,11363.0,10070.0,10070.0,10070.0,7887.0,7887.0,7886.0,2129.0,2129.0,2128.0,94345.0,NR,Transfer Facility
386,Faztec Industries,2.0,[43W47],2019.0,Soil,2722.0,2722.0,2723.0,1297.0,1297.0,1297.0,2971.0,2971.0,2970.0,2865.0,2865.0,2865.0,29565.0,NR,Transfer Facility
387,Faztec Industries,2.0,[43W47],2019.0,Fill,37459.0,37459.0,37459.0,32295.0,32295.0,32296.0,40156.0,40157.0,40157.0,36008.0,36008.0,36009.0,437758.0,NR,Transfer Facility
388,Faztec Industries,2.0,[43W47],2019.0,Asphalt and Road Material,1675.0,1675.0,1676.0,5079.0,5079.0,5080.0,4682.0,4682.0,4683.0,4193.0,4193.0,4194.0,46891.0,NR,Transfer Facility
389,Faztec Industries,2.0,[43W47],2019.0,Asphalt and Road Material,739.0,12476.0,2138.0,1905.0,1906.0,1906.0,513.0,513.0,513.0,23.0,23.0,24.0,22679.0,NR,Transfer Facility
390,Flag Container Services Inc,2.0,[43W13],2019.0,General C&D Debris,9597.0,11275.0,12394.0,12288.0,13156.0,12575.0,8175.0,10950.0,9656.0,11166.0,8856.0,8472.0,128560.0,NR,Transfer Facility
391,GADS Inc,2.0,[24WF7],2019.0,General C&D Debris,17615.16,16479.13,17730.07,19988.44,20732.87,19163.4,19594.54,18071.27,16219.65,18185.77,15183.3,13525.62,212489.22,79.57,Transfer Facility
392,GADS Inc,2.0,[24WF7],2020.0,General C&D Debris,11501.68,11883.83,10571.65,3098.26,5347.47,12881.77,19660.41,18723.04,16282.56,17978.63,17489.29,16271.99,161690.58,94.86,Transfer Facility
